X,Y
6.270775,-2.161896
6.348783,-2.141302
6.430566,-2.119712
6.512098,-2.098188
6.5923,-2.077015
6.716027,-2.044352
6.797379,-2.022876
6.944272,-1.984097
7.024721,-1.962859
7.105334,-1.941577
7.275514,-1.896651
7.356069,-1.875385
7.535681,-1.827968
7.61786,-1.806274
7.75854,-1.769135
7.839448,-1.747776
7.91968,-1.726595
8.091068,-1.68135
8.171532,-1.660108
8.341644,-1.615199
8.4226,-1.593827
8.577267,-1.552996
8.657584,-1.531793
8.737802,-1.510616
8.925047,-1.461184
9.006955,-1.439561
9.161501,-1.398762
9.161501,-1.398762
9.161501,-1.398762
9.161501,-1.398762
9.161501,-1.398762
9.161501,-1.398762
9.161501,-1.398762
9.161501,-1.398762
9.161501,-1.398762
9.161501,-1.398762
9.161501,-1.398762
9.161501,-1.398762
9.161501,-1.398762
9.161501,-1.398762
9.161501,-1.398762
9.161501,-1.398762
9.161501,-1.398762
9.161501,-1.398762
9.161501,-1.398762
9.161501,-1.398762
9.161501,-1.398762
9.161501,-1.398762
9.161501,-1.398762
9.161501,-1.398762
9.161501,-1.398762
9.074902,-1.350621
9.074902,-1.350621
9.074902,-1.350621
9.074902,-1.350621
9.074902,-1.350621
9.074902,-1.350621
8.940712,-1.28099
8.862872,-1.240599
8.792773,-1.204224
8.717286,-1.165054
8.645957,-1.128041
8.57236,-1.089852
8.497947,-1.051239
8.424585,-1.013172
8.346054,-0.9724216
8.271929,-0.9339581
8.138151,-0.8645412
8.045528,-0.8164793
8.045528,-0.8164793
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.001293,-3.760091
-4.006359,-3.692489
-4.011202,-3.627852
-4.016853,-3.552438
-4.022328,-3.479374
-4.028332,-3.399246
-4.034523,-3.316623
-4.040823,-3.232549
-4.046926,-3.151117
-4.05778,-3.006263
-4.064286,-2.919437
-4.073663,-2.794302
-4.080118,-2.708149
-4.086109,-2.628208
-4.099257,-2.452735
-4.105527,-2.36906
-4.116929,-2.216901
-4.123903,-2.123832
-4.130229,-2.039414
-4.142735,-1.872507
-4.148967,-1.78935
-4.160759,-1.631975
-4.166008,-1.561924
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.171,-1.495312
-4.17293,-1.412326
-4.174826,-1.330798
-4.176758,-1.247746
-4.178628,-1.167332
-4.18047,-1.088168
-4.182219,-1.012967
-4.183843,-0.9431577
-4.183843,-0.9431577
-4.183843,-0.9431577
-4.183843,-0.9431577
-4.183843,-0.9431577
-4.183843,-0.9431577
-4.183843,-0.9431577
-4.183843,-0.9431577
-4.183843,-0.9431577
-4.183843,-0.9431577
-4.183843,-0.9431577
-4.183843,-0.9431577
-4.183843,-0.9431577
-4.183843,-0.9431577
-4.183843,-0.9431577
-4.183843,-0.9431577
-4.183843,-0.9431577
-4.183843,-0.9431577
-4.183843,-0.9431577
-4.183843,-0.9431577
-4.183843,-0.9431577
-4.183843,-0.9431577
-4.183843,-0.9431577
-4.183843,-0.9431577
-4.183843,-0.9431577
-4.183843,-0.9431577
-4.183843,-0.9431577
-4.183843,-0.9431577
-4.183843,-0.9431577
-4.183843,-0.9431577
-4.183843,-0.9431577
-4.183843,-0.9431577
-4.183843,-0.9431577
-4.183843,-0.9431577
-4.183843,-0.9431577
-4.183843,-0.9431577
-4.183843,-0.9431577
-4.183843,-0.9431577
-4.183843,-0.9431577
-4.183843,-0.9431577
-4.183843,-0.9431577
-4.183843,-0.9431577
-4.183843,-0.9431577
-4.183843,-0.9431577
-4.183843,-0.9431577
-4.183843,-0.9431577
-4.183843,-0.9431577
-4.183843,-0.9431577
-4.183843,-0.9431577
-4.183843,-0.9431577
-4.032407,-0.9329408
-3.949275,-0.9273322
-3.862747,-0.9214944
-3.782874,-0.9161056
-3.700292,-0.9105341
-3.618508,-0.9050164
-3.534618,-0.8993566
-3.365358,-0.8879371
-3.280192,-0.8821912
-3.199695,-0.8767604
-3.114403,-0.871006
-3.03235,-0.8654702
-2.880735,-0.8552412
-2.797848,-0.8496491
-2.711869,-0.8438483
-2.559001,-0.8335348
-2.475631,-0.8279101
-2.296333,-0.8158135
-2.213507,-0.8102254
-2.129977,-0.8045899
-1.96125,-0.7932065
-1.874976,-0.7873858
-1.714122,-0.7765335
-1.629888,-0.7708505
-1.480413,-0.7607659
-1.395671,-0.7550486
-1.313867,-0.7495296
-1.152723,-0.7386577
-1.068095,-0.7329481
-0.8821231,-0.7204012
-0.7990621,-0.7147973
-0.7144941,-0.7090918
-0.5658972,-0.6990665
-0.4826911,-0.6934528
-0.2980313,-0.6809944
-0.2152195,-0.6754074
-0.1281723,-0.6695345
0.02280937,-0.6593483
0.1074172,-0.6536401
0.2793915,-0.6420375
0.3629062,-0.636403
0.4458929,-0.6308042
0.5946248,-0.6207697
0.6781598,-0.6151339
0.8509917,-0.6034735
0.9364125,-0.5977104
1.091021,-0.5872794
1.174861,-0.5816231
1.257343,-0.5760583
1.43036,-0.5643854
1.51404,-0.5587397
1.692085,-0.5467276
1.775874,-0.5410746
1.858766,-0.5354822
2.033523,-0.5236918
2.119883,-0.5178654
2.27705,-0.5072618
2.360879,-0.5016062
2.444379,-0.4959727
2.607449,-0.4849709
2.691298,-0.4793139
2.847728,-0.46876
2.933333,-0.4629845
3.016165,-0.4573961
3.191456,-0.4455698
3.27788,-0.439739
3.452837,-0.4279352
3.536931,-0.4222617
3.690173,-0.411923
3.773932,-0.406272
3.856869,-0.4006765
4.035847,-0.3886014
4.120564,-0.3828858
4.266183,-0.3730614
4.350107,-0.3673993
4.432724,-0.3618254
4.603511,-0.3503029
4.687386,-0.3446442
4.841031,-0.3342782
4.924262,-0.3286629
5.104632,-0.3164939
5.187908,-0.3108755
5.274207,-0.3050532
5.446744,-0.2934127
5.531083,-0.2877226
5.687792,-0.27715
5.772305,-0.2714482
5.854537,-0.2659002
6.042755,-0.2532018
6.129368,-0.2473582
6.286311,-0.2367698
6.370853,-0.231066
6.527188,-0.2205186
6.611811,-0.2148094
6.763281,-0.2045901
6.846462,-0.1989782
6.939685,-0.1926887
7.111605,-0.1810899
7.194771,-0.1754789
7.357062,-0.1645297
7.43623,-0.1591884
7.575142,-0.1498165
7.642799,-0.1452519
7.759435,-0.1373828
7.813406,-0.1337416
7.864914,-0.1302665
7.952735,-0.1243415
7.989624,-0.1218527
7.989624,-0.1218527
7.985287,-0.1221453
7.96519,-0.1235012
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.1171835,2.550916
0.2351383,2.47315
0.3032075,2.428273
0.3721063,2.382849
0.4438938,2.335521
0.510175,2.291823
0.580823,2.245245
0.6490704,2.200251
0.719476,2.153834
0.7872815,2.10913
0.8572735,2.062986
1.010437,1.962007
1.079929,1.916192
1.209703,1.830634
1.280154,1.784186
1.349396,1.738536
1.489577,1.646117
1.559832,1.599799
1.709051,1.501421
1.780342,1.45442
1.9081,1.370191
1.977625,1.324354
2.046657,1.278842
2.18814,1.185564
2.257816,1.139628
2.393572,1.050126
2.464103,1.003626
2.603621,0.9116437
2.675157,0.8644806
2.744807,0.8185612
2.744807,0.8185612
2.744807,0.8185612
2.744807,0.8185612
2.744807,0.8185612
2.744807,0.8185612
2.744807,0.8185612
2.744807,0.8185612
2.744807,0.8185612
2.744807,0.8185612
2.744807,0.8185612
2.744807,0.8185612
2.744807,0.8185612
2.744807,0.8185612
2.744807,0.8185612
2.744807,0.8185612
